GEOID,county_idx,NAME
39157,1347,Tuscarawas
18035,1348,Delaware
39083,1349,Knox
54009,1350,Brooke
39091,1351,Logan
48409,1352,San Patricio
18011,1353,Boone
40077,1354,Latimer
48147,1355,Fannin
24025,1356,Harford
29169,1357,Pulaski
48175,1358,Goliad
42129,1359,Westmoreland
48139,1360,Ellis
18107,1361,Montgomery
48021,1362,Bastrop
29105,1363,Laclede
48273,1364,Kleberg
34009,1365,Cape May
48177,1366,Gonzales
42003,1367,Allegheny
39117,1368,Morrow
17139,1369,Moultrie
42001,1370,Adams
29009,1371,Barry
05007,1372,Benton
29183,1373,St. Charles
40061,1374,Haskell
17117,1375,Macoupin
40013,1376,Bryan
48061,1377,Cameron
48397,1378,Rockwall
40001,1379,Adair
48309,1380,McLennan
48489,1381,Willacy
48217,1382,Hill
29073,1383,Gasconade
29125,1384,Maries
18075,1385,Jay
48261,1386,Kenedy
17041,1387,Douglas
39107,1388,Mercer
39011,1389,Auglaize
39101,1390,Marion
17021,1391,Christian
48085,1392,Collin
39075,1393,Holmes
29077,1394,Greene
18045,1395,Fountain
24015,1396,Cecil
39019,1397,Carroll
48491,1398,Williamson
54029,1399,Hancock
48025,1400,Bee
48113,1401,Dallas
18159,1402,Tipton
42133,1403,York
10003,1404,New Castle
34011,1405,Cumberland
17183,1406,Vermilion
48027,1407,Bell
18023,1408,Clinton
29219,1409,Warren
48055,1410,Caldwell
39065,1411,Hardin
40005,1412,Atoka
17083,1413,Jersey
18009,1414,Blackford
40121,1415,Pittsburg
42021,1416,Cambria
39139,1417,Richland
39005,1418,Ashland
42007,1419,Beaver
42041,1420,Cumberland
18053,1421,Grant
42061,1422,Huntingdon
17019,1423,Champaign
17013,1424,Calhoun
40021,1425,Cherokee
29151,1426,Osage
18157,1427,Tippecanoe
29059,1428,Dallas
42013,1429,Blair
42063,1430,Indiana
39029,1431,Columbiana
39151,1432,Stark
34033,1433,Salem
48453,1434,Travis
17115,1435,Macon
18067,1436,Howard
29029,1437,Camden
48255,1438,Karnes
29109,1439,Lawrence
29119,1440,McDonald
29131,1441,Miller
17147,1442,Piatt
39169,1443,Wayne
48181,1444,Grayson
40101,1445,Muskogee
39003,1446,Allen
18001,1447,Adams
39175,1448,Wyandot
29113,1449,Lincoln
18171,1450,Warren
18179,1451,Wells
39033,1452,Crawford
42071,1453,Lancaster
42005,1454,Armstrong
42029,1455,Chester
39161,1456,Van Wert
29167,1457,Polk
42099,1458,Perry
40041,1459,Delaware
17061,1460,Greene
18015,1461,Carroll
48187,1462,Guadalupe
17167,1463,Sangamon
42019,1464,Butler
40091,1465,McIntosh
42067,1466,Juniata
18103,1467,Miami
18069,1468,Huntington
29145,1469,Newton
48493,1470,Wilson
39063,1471,Hancock
34001,1472,Atlantic
48251,1473,Johnson
48249,1474,Jim Wells
29139,1475,Montgomery
48035,1476,Bosque
18017,1477,Cass
48297,1478,Live Oak
18169,1479,Wabash
48099,1480,Coryell
42087,1481,Mifflin
48121,1482,Denton
48209,1483,Hays
48439,1484,Tarrant
39137,1485,Putnam
29057,1486,Dade
17137,1487,Morgan
29051,1488,Cole
39153,1489,Summit
42073,1490,Lawrence
42043,1491,Dauphin
40029,1492,Coal
39099,1493,Mahoning
29027,1494,Callaway
18007,1495,Benton
34015,1496,Gloucester
18181,1497,White
29163,1498,Pike
39077,1499,Huron
39147,1500,Seneca
39103,1501,Medina
17039,1502,De Witt
17107,1503,Logan
39133,1504,Portage
40069,1505,Johnston
29097,1506,Jasper
42045,1507,Delaware
18003,1508,Allen
40145,1509,Wagoner
42033,1510,Clearfield
48215,1511,Hidalgo
40095,1512,Marshall
29085,1513,Hickory
42075,1514,Lebanon
39125,1515,Paulding
40063,1516,Hughes
40097,1517,Mayes
48047,1518,Brooks
17171,1519,Scott
39093,1520,Lorain
17075,1521,Iroquois
17149,1522,Pike
34007,1523,Camden
17053,1524,Ford
29141,1525,Morgan
48091,1526,Comal
40115,1527,Ottawa
29039,1528,Cedar
42027,1529,Centre
48097,1530,Cooke
17113,1531,McLean
48013,1532,Atascosa
48053,1533,Burnet
42065,1534,Jefferson
29135,1535,Moniteau
42031,1536,Clarion
29015,1537,Benton
18183,1538,Whitley
39155,1539,Trumbull
42101,1540,Philadelphia
29019,1541,Boone
39173,1542,Wood
34029,1543,Ocean
34005,1544,Burlington
42085,1545,Mercer
17129,1546,Menard
40111,1547,Okmulgee
48029,1548,Bexar
39069,1549,Henry
18049,1550,Fulton
29007,1551,Audrain
42011,1552,Berks
18073,1553,Jasper
39039,1554,Defiance
48281,1555,Lampasas
29011,1556,Barton
40107,1557,Okfuskee
18111,1558,Newton
40123,1559,Pontotoc
18131,1560,Pulaski
48193,1561,Hamilton
48131,1562,Duval
17017,1563,Cass
39143,1564,Sandusky
18085,1565,Kosciusko
42091,1566,Montgomery
48425,1567,Somervell
40035,1568,Craig
29185,1569,St. Clair
39035,1570,Cuyahoga
39043,1571,Erie
40131,1572,Rogers
42121,1573,Venango
48221,1574,Hood
42109,1575,Snyder
48031,1576,Blanco
48367,1577,Parker
42097,1578,Northumberland
20021,1579,Cherokee
40085,1580,Love
48497,1581,Wise
17125,1582,Mason
48311,1583,McMullen
42107,1584,Schuylkill
29173,1585,Ralls
39055,1586,Geauga
18033,1587,DeKalb
17105,1588,Livingston
29053,1589,Cooper
40019,1590,Carter
18113,1591,Noble
42119,1592,Union
17179,1593,Tazewell
48427,1594,Starr
40143,1595,Tulsa
40133,1596,Seminole
29217,1597,Vernon
42017,1598,Bucks
18099,1599,Marshall
39095,1600,Lucas
17009,1601,Brown
48143,1602,Erath
40099,1603,Murray
39123,1604,Ottawa
48247,1605,Jim Hogg
39171,1606,Williams
29137,1607,Monroe
18149,1608,Starke
48259,1609,Kendall
42047,1610,Elk
17001,1611,Adams
39051,1612,Fulton
29159,1613,Pettis
42035,1614,Clinton
48299,1615,Llano
29083,1616,Henry
39007,1617,Ashtabula
17169,1618,Schuyler
42053,1619,Forest
20037,1620,Crawford
42039,1621,Crawford
48337,1622,Montague
17091,1623,Kankakee
40037,1624,Creek
42077,1625,Lehigh
39085,1626,Lake
40105,1627,Nowata
29089,1628,Howard
17057,1629,Fulton
29127,1630,Marion
34021,1631,Mercer
34025,1632,Monmouth
17203,1633,Woodford
20099,1634,Labette
48333,1635,Mills
42023,1636,Cameron
40049,1637,Garvin
18151,1638,Steuben
48093,1639,Comanche
40125,1640,Pottawatomie
18039,1641,Elkhart
42037,1642,Columbia
18127,1643,Porter
18091,1644,LaPorte
48411,1645,San Saba
18087,1646,LaGrange
42093,1647,Montour
18089,1648,Lake
48171,1649,Gillespie
29013,1650,Bates
34019,1651,Hunterdon
42081,1652,Lycoming
29175,1653,Randolph
40087,1654,McClain
40113,1655,Osage
48363,1656,Palo Pinto
18141,1657,St. Joseph
42095,1658,Northampton
26115,1659,Monroe
26091,1660,Lenawee
40147,1661,Washington
17143,1662,Peoria
26059,1663,Hillsdale
48237,1664,Jack
48283,1665,La Salle
48163,1666,Frio
48479,1667,Webb
29101,1668,Johnson
20011,1669,Bourbon
17109,1670,McDonough
42025,1671,Carbon
42123,1672,Warren
48325,1673,Medina
34023,1674,Middlesex
40081,1675,Lincoln
40067,1676,Jefferson
48019,1677,Bandera
34035,1678,Somerset
29195,1679,Saline
29205,1680,Shelby
34041,1681,Warren
17063,1682,Grundy
17197,1683,Will
42079,1684,Luzerne
26023,1685,Branch
17099,1686,LaSalle
20133,1687,Neosho
42083,1688,McKean
17067,1689,Hancock
29111,1690,Lewis
17123,1691,Marshall
42105,1692,Potter
20125,1693,Montgomery
26149,1694,St. Joseph
40117,1695,Pawnee
40027,1696,Cleveland
42049,1697,Erie
48265,1698,Kerr
29041,1699,Chariton
42089,1700,Monroe
48505,1701,Zapata
40137,1702,Stephens
26027,1703,Cass
48077,1704,Clay
29121,1705,Macon
29037,1706,Cass
17095,1707,Knox
17031,1708,Cook
48133,1709,Eastland
20107,1710,Linn
26163,1711,Wayne
48049,1712,Brown
26021,1713,Berrien
40119,1714,Payne
29107,1715,Lafayette
42117,1716,Tioga
48319,1717,Mason
42113,1718,Sullivan
36085,1719,Richmond
17187,1720,Warren
17155,1721,Putnam
26161,1722,Washtenaw
34027,1723,Morris
34039,1724,Union
20001,1725,Allen
26075,1726,Jackson
29103,1727,Knox
17175,1728,Stark
40109,1729,Oklahoma
36013,1730,Chautauqua
20205,1731,Wilson
26025,1732,Calhoun
48429,1733,Stephens
48503,1734,Young
29045,1735,Clark
17093,1736,Kendall
36081,1737,Queens
20019,1738,Chautauqua
29033,1739,Carroll
40051,1740,Grady
26077,1741,Kalamazoo
42069,1742,Lackawanna
36047,1743,Kings
42131,1744,Wyoming
17071,1745,Henderson
17011,1746,Bureau
36009,1747,Cattaraugus
19111,1748,Lee
48307,1749,McCulloch
34017,1750,Hudson
34013,1751,Essex
20121,1752,Miami
34037,1753,Sussex
26159,1754,Van Buren
42015,1755,Bradford
20003,1756,Anderson
40083,1757,Logan
48009,1758,Archer
29095,1759,Jackson
36059,1760,Nassau
48127,1761,Dimmit
17043,1762,DuPage
42127,1763,Wayne
48507,1764,Zavala
29115,1765,Linn
42103,1766,Pike
36061,1767,New York
48267,1768,Kimble
48463,1769,Uvalde
40033,1770,Cotton
36003,1771,Allegany
17073,1772,Henry
29001,1773,Adair
20207,1774,Woodson
20049,1775,Elk
34003,1776,Bergen
29177,1777,Ray
19057,1778,Des Moines
29199,1779,Scotland
34031,1780,Passaic
40103,1781,Noble
17089,1782,Kane
17037,1783,DeKalb
48083,1784,Coleman
26125,1785,Oakland
26093,1786,Livingston
26099,1787,Macomb
36103,1788,Suffolk
36101,1789,Steuben
29117,1790,Livingston
48485,1791,Wichita
26065,1792,Ingham
17131,1793,Mercer
26147,1794,St. Clair
36005,1795,Bronx
26045,1796,Eaton
40031,1797,Comanche
40017,1798,Canadian
48059,1799,Callahan
17103,1800,Lee
20091,1801,Johnson
42115,1802,Susquehanna
20059,1803,Franklin
26015,1804,Barry
48385,1805,Real
19177,1806,Van Buren
48327,1807,Menard
20073,1808,Greenwood
20035,1809,Cowley
20031,1810,Coffey
17097,1811,Lake
36119,1812,Westchester
26005,1813,Allegan
29211,1814,Sullivan
40071,1815,Kay
48417,1816,Shackelford
19087,1817,Henry
48447,1818,Throckmorton
40015,1819,Caddo
29197,1820,Schuyler
36015,1821,Chemung
29047,1822,Clay
29025,1823,Caldwell
36087,1824,Rockland
36071,1825,Orange
19115,1826,Louisa
17195,1827,Whiteside
36029,1828,Erie
40073,1829,Kingfisher
36105,1830,Sullivan
17161,1831,Rock Island
48137,1832,Edwards
48095,1833,Concho
09190,1834,Western Connecticut
40141,1835,Tillman
36107,1836,Tioga
20209,1837,Wyandotte
48023,1838,Baylor
19051,1839,Davis
17141,1840,Ogle
40047,1841,Garfield
29171,1842,Putnam
20045,1843,Douglas
29079,1844,Grundy
26049,1845,Genesee
26155,1846,Shiawassee
29165,1847,Platte
17111,1848,McHenry
19101,1849,Jefferson
29049,1850,Clinton
26037,1851,Clinton
20139,1852,Osage
36121,1853,Wyoming
29061,1854,Daviess
36007,1855,Broome
20015,1856,Butler
26067,1857,Ionia
36097,1858,Schuyler
20103,1859,Leavenworth
26087,1860,Lapeer
55059,1861,Kenosha
48487,1862,Wilbarger
19163,1863,Scott
36051,1864,Livingston
26081,1865,Kent
36079,1866,Putnam
09120,1867,Greater Bridgeport
48399,1868,Runnels
20111,1869,Lyon
19139,1870,Muscatine
17007,1871,Boone
19007,1872,Appanoose
48441,1873,Taylor
19183,1874,Washington
26139,1875,Ottawa
36109,1876,Tompkins
36025,1877,Delaware
48323,1878,Maverick
48271,1879,Kinney
40053,1880,Grant
20191,1881,Sumner
17201,1882,Winnebago
19179,1883,Wapello
17015,1884,Carroll
36111,1885,Ulster
40075,1886,Kiowa
36027,1887,Dutchess
29129,1888,Mercer
19045,1889,Clinton
29063,1890,DeKalb
48253,1891,Jones
48207,1892,Haskell
55101,1893,Racine
20087,1894,Jefferson
36123,1895,Yates
36069,1896,Ontario
48435,1897,Sutton
29021,1898,Buchanan
40011,1899,Blaine
09170,1900,South Central Connecticut
29081,1901,Harrison
19031,1902,Cedar
20177,1903,Shawnee
40149,1904,Washita
48413,1905,Schleicher
20017,1906,Chase
19103,1907,Johnson
19107,1908,Keokuk
19185,1909,Wayne
36017,1910,Chenango
26151,1911,Sanilac
26145,1912,Saginaw
55127,1913,Walworth
36099,1914,Seneca
26057,1915,Gratiot
48275,1916,Knox
36037,1917,Genesee
17177,1918,Stephenson
09140,1919,Naugatuck Valley
48451,1920,Tom Green
36023,1921,Cortland
19135,1922,Monroe
20005,1923,Atchison
26117,1924,Montcalm
40093,1925,Major
26157,1926,Tuscola
55079,1927,Milwaukee
19097,1928,Jackson
36063,1929,Niagara
29075,1930,Gentry
40065,1931,Jackson
20173,1932,Sedgwick
55105,1933,Rock
48155,1934,Foard
40039,1935,Custer
20197,1936,Wabaunsee
36011,1937,Cayuga
29003,1938,Andrew
09160,1939,Northwest Hills
19123,1940,Mahaska
26121,1941,Muskegon
17085,1942,Jo Daviess
36077,1943,Otsego
19053,1944,Decatur
09130,1945,Lower Connecticut River Valley
36055,1946,Monroe
40003,1947,Alfalfa
20043,1948,Doniphan
19095,1949,Iowa
48081,1950,Coke
48353,1951,Nolan
20127,1952,Morris
48197,1953,Hardeman
19117,1954,Lucas
20085,1955,Jackson
19105,1956,Jones
36073,1957,Orleans
20115,1958,Marion
55133,1959,Waukesha
20077,1960,Harper
55045,1961,Green
40043,1962,Dewey
26123,1963,Newaygo
48433,1964,Stonewall
40055,1965,Greer
26017,1966,Bay
48151,1967,Fisher
36039,1968,Greene
19113,1969,Linn
09110,1970,Capitol
26111,1971,Midland
19125,1972,Marion
09180,1973,Southeastern Connecticut
20079,1974,Harvey
48465,1975,Val Verde
29227,1976,Worth
36067,1977,Onondaga
29147,1978,Nodaway
36117,1979,Wayne
26073,1980,Isabella
55055,1981,Jefferson
29087,1982,Holt
19157,1983,Poweshiek
26107,1984,Mecosta
19159,1985,Ringgold
20013,1986,Brown
36053,1987,Madison
55089,1988,Ozaukee
55065,1989,Lafayette
36021,1990,Columbia
48269,1991,King
20149,1992,Pottawatomie
19039,1993,Clarke
40151,1994,Woods
19061,1995,Dubuque
20095,1996,Kingman
36095,1997,Schoharie
26063,1998,Huron
55025,1999,Dane
48235,2000,Irion
26127,2001,Oceana
44009,2002,Washington
19011,2003,Benton
40009,2004,Beckham
40057,2005,Harmon
20061,2006,Geary
19181,2007,Warren
25003,2008,Berkshire
19099,2009,Jasper
20161,2010,Riley
55043,2011,Grant
20131,2012,Nemaha
55131,2013,Washington
36001,2014,Albany
20155,2015,Reno
48101,2016,Cottle
19173,2017,Taylor
31147,2018,Richardson
19055,2019,Delaware
20041,2020,Dickinson
20007,2021,Barber
20113,2022,McPherson
48105,2023,Crockett
19175,2024,Union
36065,2025,Oneida
48335,2026,Mitchell
26011,2027,Arenac
40153,2028,Woodward
55027,2029,Dodge
26051,2030,Gladwin
40129,2031,Roger Mills
55049,2032,Iowa
19171,2033,Tama
26035,2034,Clare
25013,2035,Hampden
36043,2036,Herkimer
48075,2037,Childress
48431,2038,Sterling
36075,2039,Oswego
44005,2040,Newport
26133,2041,Osceola
48263,2042,Kent
55117,2043,Sheboygan
09150,2044,Northeastern Connecticut
48415,2045,Scurry
29005,2046,Atchison
19121,2047,Madison
26085,2048,Lake
19019,2049,Buchanan
36083,2050,Rensselaer
19153,2051,Polk
26105,2052,Mason
44003,2053,Kent
20117,2054,Marshall
19145,2055,Page
36057,2056,Montgomery
48125,2057,Dickens
19043,2058,Clayton
36093,2059,Schenectady
19003,2060,Adams
48087,2061,Collingsworth
19127,2062,Marshall
55021,2063,Columbia
20169,2064,Saline
40045,2065,Ellis
25015,2066,Hampshire
55039,2067,Fond du Lac
44007,2068,Providence
31127,2069,Nemaha
25007,2070,Dukes
19001,2071,Adair
19013,2072,Black Hawk
26069,2073,Iosco
20151,2074,Pratt
20027,2075,Clay
48345,2076,Motley
26129,2077,Ogemaw
20159,2078,Rice
31133,2079,Pawnee
36035,2080,Fulton
48383,2081,Reagan
25005,2082,Bristol
26143,2083,Roscommon
19049,2084,Dallas
48483,2085,Wheeler
55111,2086,Sauk
25027,2087,Worcester
26113,2088,Missaukee
48191,2089,Hall
19169,2090,Story
36091,2091,Saratoga
55071,2092,Manitowoc
19071,2093,Fremont
44001,2094,Bristol
48173,2095,Glasscock
19137,2096,Montgomery
19065,2097,Fayette
26165,2098,Wexford
20033,2099,Comanche
48227,2100,Howard
55103,2101,Richland
40059,2102,Harper
36045,2103,Jefferson
20143,2104,Ottawa
36049,2105,Lewis
25011,2106,Franklin
19075,2107,Grundy
26101,2108,Manistee
20185,2109,Stafford
20201,2110,Washington
25019,2111,Nantucket
48169,2112,Garza
19029,2113,Cass
48033,2114,Borden
55047,2115,Green Lake
20053,2116,Ellsworth
48211,2117,Hemphill
31131,2118,Otoe
55023,2119,Crawford
50003,2120,Bennington
31097,2121,Johnson
19077,2122,Guthrie
36041,2123,Hamilton
55015,2124,Calumet
19083,2125,Hardin
25001,2126,Barnstable
31067,2127,Gage
19017,2128,Bremer
48443,2129,Terrell
19015,2130,Boone
36115,2131,Washington
25023,2132,Plymouth
48107,2133,Crosby
55077,2134,Marquette
48129,2135,Donley
20097,2136,Kiowa
25021,2137,Norfolk
26001,2138,Alcona
55139,2139,Winnebago
19129,2140,Mills
26135,2141,Oscoda
19005,2142,Allamakee
20029,2143,Cloud
50025,2144,Windham
26039,2145,Crawford
19023,2146,Butler
55001,2147,Adams
48295,2148,Lipscomb
26079,2149,Kalkaska
48371,2150,Pecos
19155,2151,Pottawattamie
48153,2152,Floyd
25017,2153,Middlesex
20009,2154,Barton
20105,2155,Lincoln
55057,2156,Juneau
26055,2157,Grand Traverse
19009,2158,Audubon
19079,2159,Hamilton
48461,2160,Upton
48179,2161,Gray
55061,2162,Kewaunee
31025,2163,Cass
36113,2164,Warren
19073,2165,Greene
48045,2166,Briscoe
19191,2167,Winneshiek
55123,2168,Vernon
20025,2169,Clark
20047,2170,Edwards
26019,2171,Benzie
19037,2172,Chickasaw
33005,2173,Cheshire
55137,2174,Waushara
31095,2175,Jefferson
48329,2176,Midland
48317,2177,Martin
55009,2178,Brown
19069,2179,Franklin
20157,2180,Republic
20145,2181,Pawnee
40007,2182,Beaver
48305,2183,Lynn
19165,2184,Shelby
55087,2185,Outagamie
48115,2186,Dawson
48393,2187,Roberts
31109,2188,Lancaster
20123,2189,Mitchell
25025,2190,Suffolk
19187,2191,Webster
26007,2192,Alpena
55081,2193,Monroe
20167,2194,Russell
19067,2195,Floyd
26119,2196,Montmorency
19027,2197,Carroll
31153,2198,Sarpy
26137,2199,Otsego
33011,2200,Hillsborough
48303,2201,Lubbock
27055,2202,Houston
26089,2203,Leelanau
55135,2204,Waupaca
50021,2205,Rutland
20057,2206,Ford
26009,2207,Antrim
48011,2208,Armstrong
19197,2209,Wright
31151,2210,Saline
19089,2211,Howard
55029,2212,Door
31169,2213,Thayer
48357,2214,Ochiltree
31055,2215,Douglas
55063,2216,La Crosse
50027,2217,Windsor
48043,2218,Brewster
20165,2219,Rush
19085,2220,Harrison
48189,2221,Hale
36089,2222,St. Lawrence
55097,2223,Portage
20089,2224,Jewell
25009,2225,Essex
36031,2226,Essex
19033,2227,Cerro Gordo
19025,2228,Calhoun
33019,2229,Sullivan
20119,2230,Meade
48065,2231,Carson
27045,2232,Fillmore
48437,2233,Swisher
19047,2234,Crawford
31155,2235,Saunders
48103,2236,Crane
20141,2237,Osborne
19131,2238,Mitchell
55083,2239,Oconto
55115,2240,Shawano
20083,2241,Hodgeman
55141,2242,Wood
31177,2243,Washington
26029,2244,Charlevoix
48135,2245,Ector
33015,2246,Rockingham
48003,2247,Andrews
31159,2248,Seward
26141,2249,Presque Isle
31059,2250,Fillmore
19091,2251,Humboldt
55075,2252,Marinette
36033,2253,Franklin
26031,2254,Cheboygan
20051,2255,Ellis
55053,2256,Jackson
19081,2257,Hancock
48445,2258,Terry
48233,2259,Hutchinson
27169,2260,Winona
31129,2261,Nuckolls
48165,2262,Gaines
33013,2263,Merrimack
19161,2264,Sac
50001,2265,Addison
27099,2266,Mower
19195,2267,Worth
48219,2268,Hockley
26047,2269,Emmet
19151,2270,Pocahontas
20135,2271,Ness
48381,2272,Randall
31053,2273,Dodge
55121,2274,Trempealeau
19133,2275,Monona
20069,2276,Gray
20183,2277,Smith
48195,2278,Hansford
19109,2279,Kossuth
31023,2280,Butler
55073,2281,Marathon
55078,2282,Menominee
31185,2283,York
26109,2284,Menominee
48279,2285,Lamb
31021,2286,Burt
20175,2287,Seward
31035,2288,Clay
19093,2289,Ida
20163,2290,Rooks
55019,2291,Clark
55011,2292,Buffalo
40139,2293,Texas
33009,2294,Grafton
48375,2295,Potter
27109,2296,Olmsted
31181,2297,Webster
19189,2298,Winnebago
48069,2299,Castro
33017,2300,Strafford
48475,2301,Ward
26041,2302,Delta
27047,2303,Freeborn
19021,2304,Buena Vista
20195,2305,Trego
50017,2306,Orange
23031,2307,York
33001,2308,Belknap
48495,2309,Winkler
19147,2310,Palo Alto
19193,2311,Woodbury
48341,2312,Moore
20055,2313,Finney
20081,2314,Haskell
48501,2315,Yoakum
31143,2316,Polk
50023,2317,Washington
36019,2318,Clinton
31081,2319,Hamilton
55067,2320,Langlade
26097,2321,Mackinac
27039,2322,Dodge
31037,2323,Colfax
26153,2324,Schoolcraft
27157,2325,Wabasha
50007,2326,Chittenden
31039,2327,Cuming
31001,2328,Adams
20147,2329,Phillips
26033,2330,Chippewa
48389,2331,Reeves
48079,2332,Cochran
19035,2333,Cherokee
27043,2334,Faribault
20189,2335,Stevens
48117,2336,Deaf Smith
31061,2337,Franklin
20101,2338,Lane
55035,2339,Eau Claire
31173,2340,Thurston
48421,2341,Sherman
19041,2342,Clay
20065,2343,Graham
27147,2344,Steele
31141,2345,Platte
33003,2346,Carroll
55069,2347,Lincoln
48017,2348,Bailey
35025,2349,Lea
19063,2350,Emmet
55041,2351,Forest
48359,2352,Oldham
48369,2353,Parmer
20063,2354,Gove
27049,2355,Goodhue
31079,2356,Hall
20067,2357,Grant
31167,2358,Stanton
50013,2359,Grand Isle
27161,2360,Waseca
50005,2361,Caledonia
31121,2362,Merrick
55091,2363,Pepin
19149,2364,Plymouth
55119,2365,Taylor
31099,2366,Kearney
27091,2367,Martin
31043,2368,Dakota
55017,2369,Chippewa
31125,2370,Nance
19141,2371,O'Brien
50015,2372,Lamoille
31083,2373,Harlan
48243,2374,Jeff Davis
48205,2375,Hartley
48301,2376,Loving
55033,2377,Dunn
20137,2378,Norton
20171,2379,Scott
19059,2380,Dickinson
26043,2381,Dickinson
27013,2382,Blue Earth
31179,2383,Wayne
55093,2384,Pierce
55085,2385,Oneida
20093,2386,Kearny
27131,2387,Rice
20129,2388,Morton
23017,2389,Oxford
50011,2390,Franklin
31119,2391,Madison
55037,2392,Florence
31093,2393,Howard
35041,2394,Roosevelt
31051,2395,Dixon
23005,2396,Cumberland
20179,2397,Sheridan
31019,2398,Buffalo
46127,2399,Union
48111,2400,Dallam
31011,2401,Boone
19167,2402,Sioux
33007,2403,Coos
27063,2404,Jackson
55099,2405,Price
31137,2406,Phelps
26103,2407,Marquette
20187,2408,Stanton
50009,2409,Essex
40025,2410,Cimarron
26095,2411,Luce
19143,2412,Osceola
50019,2413,Orleans
27079,2414,Le Sueur
48377,2415,Presidio
27037,2416,Dakota
31065,2417,Furnas
27165,2418,Watonwan
26003,2419,Alger
26071,2420,Iron
35009,2421,Curry
55109,2422,St. Croix
31139,2423,Pierce
31027,2424,Cedar
20203,2425,Wichita
20109,2426,Logan
31077,2427,Greeley
55107,2428,Rusk
20075,2429,Hamilton
20039,2430,Decatur
31163,2431,Sherman
35015,2432,Eddy
27103,2433,Nicollet
23023,2434,Sagadahoc
08009,2435,Baca
55125,2436,Vilas
27139,2437,Scott
27163,2438,Washington
55005,2439,Barron
19119,2440,Lyon
31003,2441,Antelope
27105,2442,Nobles
23001,2443,Androscoggin
27033,2444,Cottonwood
35037,2445,Quay
46027,2446,Clay
31073,2447,Gosper
27015,2448,Brown
20193,2449,Thomas
35005,2450,Chaves
31047,2451,Dawson
23015,2452,Lincoln
31183,2453,Wheeler
46083,2454,Lincoln
55113,2455,Sawyer
27143,2456,Sibley
31175,2457,Valley
48109,2458,Culberson
26053,2459,Gogebic
31145,2460,Red Willow
31107,2461,Knox
27123,2462,Ramsey
55095,2463,Polk
20071,2464,Greeley
31041,2465,Custer
27053,2466,Hennepin
27019,2467,Carver
08099,2468,Prowers
27133,2469,Rock
55051,2470,Iron
35059,2471,Union
46135,2472,Yankton
27101,2473,Murray
23011,2474,Kennebec
20153,2475,Rawlins
31063,2476,Frontier
26013,2477,Baraga
23013,2478,Knox
20199,2479,Wallace
55003,2480,Ashland
46125,2481,Turner
31089,2482,Holt
27127,2483,Redwood
55129,2484,Washburn
31071,2485,Garfield
27003,2486,Anoka
26131,2487,Ontonagon
27085,2488,McLeod
26061,2489,Houghton
27129,2490,Renville
35021,2491,Harding
27025,2492,Chisago
46099,2493,Minnehaha
23007,2494,Franklin
20181,2495,Sherman
55013,2496,Burnett
35011,2497,De Baca
08061,2498,Kiowa
27171,2499,Wright
31087,2500,Hitchcock
27117,2501,Pipestone
46009,2502,Bon Homme
35047,2503,San Miguel
31111,2504,Lincoln
27083,2505,Lyon
27059,2506,Isanti
31115,2507,Loup
46067,2508,Hutchinson
23027,2509,Waldo
27141,2510,Sherburne
55007,2511,Bayfield
08017,2512,Cheyenne
23025,2513,Somerset
27093,2514,Meeker
46101,2515,Moody
20023,2516,Cheyenne
31085,2517,Hayes
08071,2518,Las Animas
08011,2519,Bent
46087,2520,McCook
27173,2521,Yellow Medicine
46023,2522,Charles Mix
23009,2523,Hancock
27081,2524,Lincoln
27067,2525,Kandiyohi
31015,2526,Boyd
55031,2527,Douglas
27115,2528,Pine
35019,2529,Guadalupe
48229,2530,Hudspeth
31149,2531,Rock
08063,2532,Kit Carson
31057,2533,Dundy
31009,2534,Blaine
35035,2535,Otero
26083,2536,Keweenaw
46079,2537,Lake
27095,2538,Mille Lacs
27145,2539,Stearns
27065,2540,Kanabec
46011,2541,Brookings
46061,2542,Hanson
27023,2543,Chippewa
27009,2544,Benton
31113,2545,Logan
23019,2546,Penobscot
46043,2547,Douglas
46053,2548,Gregory
31029,2549,Chase
31017,2550,Brown
35027,2551,Lincoln
46097,2552,Miner
23021,2553,Piscataquis
08125,2554,Yuma
46035,2555,Davison
35007,2556,Colfax
27073,2557,Lac qui Parle
27151,2558,Swift
31135,2559,Perkins
27097,2560,Morrison
08089,2561,Otero
31171,2562,Thomas
46039,2563,Deuel
27017,2564,Carlton
46077,2565,Kingsbury
27001,2566,Aitkin
31117,2567,McPherson
35033,2568,Mora
23029,2569,Washington
46003,2570,Aurora
31103,2571,Keya Paha
46111,2572,Sanborn
27121,2573,Pope
31031,2574,Cherry
31101,2575,Keith
46057,2576,Hamlin
08073,2577,Lincoln
27137,2578,St. Louis
27031,2579,Cook
27075,2580,Lake
27153,2581,Todd
27035,2582,Crow Wing
08025,2583,Crowley
46051,2584,Grant
31091,2585,Hooker
46015,2586,Brule
27011,2587,Big Stone
08095,2588,Phillips
46005,2589,Beadle
27149,2590,Stevens
46029,2591,Codington
46123,2592,Tripp
08121,2593,Washington
46073,2594,Jerauld
27041,2595,Douglas
35057,2596,Torrance
46025,2597,Clark
31005,2598,Arthur
08101,2599,Pueblo
08115,2600,Sedgwick
27021,2601,Cass
48141,2602,El Paso
46085,2603,Lyman
46109,2604,Roberts
31049,2605,Deuel
27051,2606,Grant
31075,2607,Grant
