GEOID,total_population,median_household_income,poverty_rate_pct,pct_no_vehicle
19037,11957,72734.0,6.188843355356695,3.3333333333333335
19039,9737,63120.0,16.54513710588477,9.667440061871616
19041,16423,61756.0,11.23424465688364,3.986159169550173
19043,17123,60441.0,12.813175261344389,7.548723579467471
19045,46488,61080.0,12.151522973670623,6.607906540106394
19047,16450,61188.0,16.772036474164135,4.73125201158674
19049,100367,99533.0,5.636314724959399,2.965520743411364
19051,9093,77176.0,9.270867700428902,16.582597730138716
19053,7684,56068.0,13.157209786569496,8.273381294964029
19055,17523,75896.0,6.574216743708269,5.178268251273345
19057,38824,58084.0,14.313311353801772,8.608196626282535
19059,17692,72446.0,6.138367623784761,3.913516125135886
19061,98812,73495.0,9.592964417277255,5.789671126672502
19063,9349,64461.0,11.72317894962028,3.8134501417160522
19065,19519,56043.0,11.435012039551207,4.666990763247448
19067,15601,62356.0,10.723671559515417,7.227272727272727
19069,10015,62214.0,13.509735396904643,3.8517796196977088
19071,6639,69375.0,7.36556710347944,2.631578947368421
19073,8801,56884.0,11.350982842858766,4.691164972634871
19075,12351,80701.0,5.86187353250749,2.7261951797708415
19077,10619,75795.0,9.991524625670966,3.297919433377601
19079,14979,66685.0,7.63735896922358,5.545703691762051
19081,10790,67865.0,9.69416126042632,4.1030117852466175
19083,16861,64656.0,8.036296779550442,5.192772798406601
19085,14623,75830.0,7.467687888942078,4.326681200737884
19087,20436,62365.0,10.39831669602662,4.422925935618948
19089,9479,63947.0,8.492457010233148,6.683168316831684
19091,9606,66617.0,13.189673120966065,5.316876335153098
19093,6969,63125.0,11.264169895250395,4.343501326259947
19095,16575,69787.0,8.989441930618401,2.8832009414533686
19097,19470,69709.0,10.102722136620441,5.88235294117647
19099,37808,67784.0,8.4188531527719,4.080656185919343
19101,15785,52210.0,13.139056065885335,8.277175505420452
19103,153360,72977.0,16.071335419926967,7.587846419383203
19105,20733,68781.0,10.697921188443544,4.180104192508063
19107,10026,60016.0,12.03869938160782,2.1542227662178703
19109,14718,62553.0,10.28672373963854,7.522192804859055
19111,33442,58094.0,12.236110280485617,5.110206373718939
19113,229308,75457.0,9.262215012123432,5.127742838659045
19115,10823,72500.0,9.904832301579969,4.450389105058366
19117,8666,63405.0,16.40895453496423,7.705053852526926
19119,12023,73735.0,3.8176827746818596,3.8984587488667275
19121,16609,88110.0,6.062977903546271,4.16988416988417
19123,22059,65200.0,11.568974114873749,4.733461061647695
19125,33487,74193.0,7.28043718457909,3.6964688204357623
19127,40049,70828.0,10.721865714499739,7.083987441130299
19129,14605,81907.0,6.819582334816844,5.5312678198061205
19131,10537,66056.0,6.529372686722976,5.061043285238624
19133,8671,59897.0,11.994002998500749,2.5181723779854623
19135,7574,76324.0,10.628465804066543,6.134564643799472
19137,10285,61261.0,14.205153135634419,4.495882483863788
19139,42968,67427.0,11.489946006330293,5.241581259150805
19141,14138,65076.0,11.904088272740134,7.947368421052632
19143,6149,67561.0,12.359733289965847,3.0406689471683768
19145,15225,58264.0,12.597701149425285,6.306012709793059
19147,8938,67306.0,10.214813157305885,3.768913342503439
19149,25621,79963.0,5.593068186253464,3.886822009007245
19151,7061,61434.0,8.8655997734032,4.0220564385338955
19153,493378,78827.0,10.148810850909443,5.663951601151684
19155,93543,68718.0,11.029152368429493,6.420537107798288
19157,18608,61192.0,9.823731728288907,8.60713825537946
19159,4690,67898.0,7.867803837953091,5.639913232104121
19161,9778,68778.0,8.49867048476171,4.2042755344418055
19163,174315,72792.0,11.632389639445831,6.4953244862534305
19165,11737,70295.0,8.613785464769533,2.6758564767889723
19167,35815,81914.0,5.693145330168924,3.787514042689777
19169,98573,66197.0,17.198421474440263,6.5864833906071025
19171,17017,65483.0,14.76758535582065,3.1329255557213185
19173,5916,65926.0,8.384043272481406,4.176904176904177
19175,12107,56495.0,11.571817956554058,6.266318537859007
19177,7207,58417.0,10.93381434716248,7.565095003518649
19179,35292,56209.0,17.003853564547207,7.426196012118651
19181,52709,89741.0,5.947750858487166,2.3962624334371547
19183,22534,71122.0,7.34445726457797,4.640215198386012
19185,6484,58257.0,13.062924120913017,7.467404188067957
19187,36986,65335.0,11.223165522089438,6.821974072647927
19189,10704,62853.0,7.277653213751869,4.588782974950122
19191,20050,67770.0,7.98503740648379,4.356291068386469
19193,105526,68399.0,13.14936603301556,6.2036278815851515
19195,7417,69897.0,7.240124039369017,4.7962382445141065
19197,12897,58240.0,14.034271536016126,8.021589428624605
20001,12554,55059.0,14.664648717540226,7.608913872716322
20003,7799,67651.0,12.87344531350173,6.22432859399684
20005,16309,55281.0,13.176773560610705,6.952054794520548
20007,4081,53774.0,19.823572653761335,5.9853190287972895
20009,25477,54634.0,14.098991247007103,5.758329189457981
20011,14405,55826.0,12.39153071850052,3.6595744680851063
20013,9486,55876.0,14.19987349778621,4.6943231441048034
20015,67618,77724.0,7.524623620929338,3.5662358642972536
20017,2570,52481.0,8.40466926070039,4.600938967136151
20019,3389,51210.0,17.320743582177634,3.4013605442176873
20021,19380,53382.0,13.493292053663572,7.394132483738218
20023,2619,52730.0,14.967544864452082,2.651201325600663
20025,1977,58287.0,11.127971674253919,4.089219330855019
20027,8088,57765.0,11.115232443125619,7.42296918767507
20029,9008,51197.0,11.367673179396093,6.255099265705738
20031,8334,67645.0,11.075113990880729,4.854642957945244
20033,1825,49754.0,8.32876712328767,3.869407496977025
20035,34661,55726.0,13.037708086898819,6.156901688182721
20037,39012,49779.0,19.845175843330257,8.813108945969885
20039,2771,49412.0,11.872970046914471,2.9456193353474323
20041,18492,62971.0,8.657797966688298,5.909148424648867
20043,7501,66358.0,10.238634848686843,4.826325411334552
20045,119094,66153.0,15.128385980821871,6.549742969458724
20047,2849,52750.0,13.267813267813267,4.816326530612245
20049,2453,50000.0,14.757439869547492,5.155642023346303
20051,28921,59665.0,14.601846409183638,3.7966215086134807
20053,6374,59844.0,7.389394414810166,3.9913232104121477
20055,38187,68481.0,12.546154450467437,6.266799784962752
20057,34212,67997.0,11.571963053899216,4.753340184994862
20059,25968,68217.0,8.086876155268023,4.035346097201767
20061,36247,57992.0,18.053907909620108,4.085257548845471
20063,2758,59417.0,6.272661348803481,1.353637901861252
20065,2430,47071.0,9.794238683127572,4.166666666666666
20067,7336,84808.0,5.275354416575791,1.7768595041322315
20069,5719,74500.0,3.9867109634551494,1.5092502434274586
20071,1279,69948.0,7.8967943706020325,4.882459312839059
20073,6001,51812.0,15.047492084652559,6.888544891640867
20075,2520,58750.0,7.857142857142857,1.8156424581005588
20077,5457,53032.0,15.118196811434853,2.241537053979872
20079,33959,70685.0,9.314172973291322,4.303185867431678
20081,3735,66458.0,8.88888888888889,3.471196454948301
20083,1770,63125.0,8.587570621468926,0.7042253521126761
20085,13274,70385.0,7.804731053186681,3.6665380162099575
20087,18387,74562.0,5.960733126665579,4.510661563696009
20089,2929,47109.0,18.538750426766814,3.3646322378716746
20091,610742,103644.0,5.21627790458164,3.3214340501925856
20093,3964,68750.0,15.312815338042382,2.7366863905325447
20095,7369,59640.0,7.73510652734428,4.1881443298969065
20097,2445,70347.0,4.74437627811861,2.8047464940668827
20099,20096,56143.0,14.868630573248407,4.964806435394671
20101,1528,52222.0,8.965968586387435,2.8273809523809526
20103,82050,84307.0,9.397928092626447,4.810784917539177
20105,2929,52540.0,12.564015022191874,3.8430089942763694
20107,9696,56697.0,11.396452145214521,4.12900073295871
20109,2752,70382.0,9.774709302325581,3.4739454094292808
20111,32182,56415.0,15.642284506867194,6.450881040611057
20113,30085,71250.0,10.038225029084261,3.657331136738056
20115,11867,60011.0,8.17392769866015,3.2554074721433257
20117,10014,64306.0,10.345516277211903,4.0205932826673205
20119,4019,74063.0,6.867379945260015,2.933832709113608
20121,34312,85564.0,6.840172534390302,2.7418989349648766
20123,5829,63008.0,14.650883513467146,5.6850715746421265
20125,31448,51513.0,16.36352073263801,8.208484466172528
20127,5385,52866.0,10.807799442896936,3.88986013986014
20129,2688,57943.0,12.834821428571427,2.5559105431309903
20131,10219,72788.0,8.445053332028573,4.014049172102358
20133,15826,54894.0,14.444584860356374,5.719349121959079
20135,2677,64907.0,10.310048561822937,2.36013986013986
20137,5431,52710.0,7.733382434174185,2.073365231259968
20139,15787,66155.0,10.933046177234433,2.3089171974522293
20141,3493,58750.0,12.997423418265102,3.7406483790523692
20143,5768,74551.0,10.211511789181692,3.5383319292333613
20145,6288,54141.0,10.209923664122138,8.722871452420701
20147,4960,57611.0,16.108870967741936,2.5102692834322227
20149,25482,85241.0,7.14622086178479,1.7229953611663356
20151,9175,61685.0,10.95367847411444,3.88268156424581
20153,2544,61827.0,10.770440251572328,5.493562231759657
20155,61881,57390.0,11.70472358235969,4.599117541837262
20157,4686,54531.0,9.923175416133162,4.0413997042878265
20159,9441,58523.0,9.045651943650038,2.4182832846133406
20161,72105,56327.0,19.30517994591221,5.42125910704278
20163,4925,60821.0,4.426395939086294,6.95815702867889
20165,2939,53523.0,12.521265736645118,2.7529761904761902
20167,6702,49929.0,17.054610564010744,3.6060100166944906
20169,54160,59887.0,11.619276218611521,8.108954289292424
20171,5128,53365.0,7.390795631825273,1.2599160055996266
20173,522700,65372.0,13.45915439066386,5.980689927648962
20175,21942,57131.0,13.298696563667853,6.788290199406025
20177,178625,63463.0,12.537438768369489,7.000564561658199
20179,2450,66719.0,7.591836734693877,5.847373637264618
20181,5940,61404.0,9.932659932659933,3.3232628398791544
20183,3561,50943.0,7.188991856220163,2.6923076923076925
20185,4054,60000.0,10.754810064134189,2.422360248447205
20187,2060,66000.0,13.009708737864079,1.5765765765765765
20189,5275,67950.0,15.469194312796208,5.481049562682216
20191,22517,59397.0,11.338100102145047,4.879135568675505
20193,7907,72417.0,6.184393575313014,3.1959092361776924
20195,2798,77500.0,7.076483202287348,2.8287461773700304
20197,6922,70000.0,5.807570066454782,2.295719844357977
20199,1489,57708.0,15.312290127602418,4.072398190045249
20201,5529,59432.0,9.730511846626877,2.986348122866894
20203,2131,69551.0,14.781792585640543,1.4772727272727273
20205,8667,55439.0,16.003230644975194,5.441008018327606
20207,3134,50670.0,13.018506700701979,5.028854080791426
20209,167989,57771.0,16.630255552446886,7.959922979015046
21001,18887,49690.0,18.478318420077304,5.468175804792003
21003,20773,57159.0,16.27593510807298,6.358751279426817
21005,23839,69885.0,13.255589580099835,1.9172113289760349
21007,7742,57111.0,14.014466546112118,5.40723217303143
21009,44511,48141.0,20.639841836849318,6.684856753069577
21011,12739,51471.0,22.890336761127248,9.475639966969448
21013,24248,33658.0,25.37528868360277,7.698815566835872
21015,136150,91697.0,5.673889092912229,3.3174017383588437
21017,20228,54580.0,14.905082064465097,5.057642246188173
21019,48242,58327.0,16.730235064881224,8.654831921437436
21021,30613,56568.0,13.56939862150067,5.760151085930123
21023,8420,59911.0,16.7458432304038,2.613129381771829
21025,13580,38209.0,27.989690721649485,13.275456682944476
